timestamp,label,true_severity,LOF_score,GRU_score,MLP_score,KRN_score,ENS_score,MACRO_score
2014-12-20 21:00:00,0,0.10510786,0.032577276,0.9283487,0.921961,0.46582627,0.58717835,0.0
2014-12-20 21:30:00,0,0.10541241,0.030822873,0.92762375,0.921961,0.54172635,0.6055335,0.0
2014-12-20 22:00:00,0,0.10548945,0.03131628,0.9270123,0.921961,0.50915706,0.5973617,0.0
2014-12-20 22:30:00,0,0.11367459,0.030304551,0.92676216,0.921961,0.4596512,0.5846697,0.0
2014-12-20 23:00:00,0,0.11684927,0.030146241,0.9489135,0.921961,0.4672455,0.5920666,0.0
2014-12-20 23:30:00,0,0.119316615,0.029023886,0.9583406,0.921961,0.58417225,0.62337446,0.0
2014-12-21 00:00:00,0,0.118168,0.028271794,0.9358614,0.9837803,0.9084116,0.7140813,0.0
2014-12-21 00:30:00,0,0.111699805,0.027513027,0.940143,0.9837803,0.6919171,0.66083837,0.0
2014-12-21 01:00:00,0,0.104555525,0.027619481,0.9351282,0.9837803,0.680315,0.65671074,0.0
2014-12-21 01:30:00,0,0.105060466,0.027514935,0.93475354,0.9837803,0.62125826,0.64182675,0.0
2014-12-21 02:00:00,0,0.09174378,0.02854979,0.93490154,0.9837803,0.6707864,0.65450454,0.0
2014-12-21 02:30:00,0,0.084416404,0.028848529,0.9360375,0.9837803,0.5900201,0.6346716,0.0
2014-12-21 03:00:00,0,0.09380524,0.028710604,0.93700296,0.9837803,0.5501277,0.6249054,0.0
2014-12-21 03:30:00,0,0.10614584,0.02863121,0.9368275,0.9837803,0.46320677,0.60311145,0.0
2014-12-21 04:00:00,0,0.11485684,0.028905392,0.9351221,0.9837803,0.5220116,0.6174548,0.019482175
2014-12-21 04:30:00,0,0.11023858,0.03163159,0.9324123,0.9837803,0.25931776,0.55178547,0.03896453
2014-12-21 05:00:00,0,0.10611516,0.0317719,0.9297096,0.9837803,0.26410374,0.5523414,0.058446873
2014-12-21 05:30:00,0,0.11121887,0.031939745,0.92774826,0.9837803,0.2439382,0.54685163,0.07792912
2014-12-21 06:00:00,0,0.11744565,0.031736374,0.92676616,0.9837803,0.26520303,0.5518715,0.097411215
2014-12-21 06:30:00,0,0.11703574,0.031612396,0.92673224,0.9837803,0.33428627,0.5691028,0.11689317
2014-12-21 07:00:00,0,0.116518155,0.03159666,0.92747223,0.9837803,0.4618372,0.6011716,0.13637502
2014-12-21 07:30:00,0,0.118726574,0.031329393,0.9286677,0.9837803,0.46771917,0.60287416,0.15585677
2014-12-21 08:00:00,0,0.12320696,0.031006098,0.93112195,0.9837803,0.49896064,0.61121726,0.1753385
2014-12-21 08:30:00,0,0.12768121,0.02966988,0.93354183,0.9837803,0.42695722,0.5934873,0.19482021
2014-12-21 09:00:00,0,0.12363116,0.030067444,0.93559414,0.9837803,0.42508966,0.5936329,0.2143019
2014-12-21 09:30:00,0,0.111712955,0.03096795,0.9373759,0.9837803,0.33460066,0.5716812,0.2337836
2014-12-21 10:00:00,0,0.101445355,0.03349936,0.93982047,0.9837803,0.3072634,0.5660909,0.23378314
2014-12-21 10:30:00,0,0.08414843,0.03471279,0.9453555,0.9837803,0.7665822,0.6826077,0.23378251
2014-12-21 11:00:00,0,0.082098,0.034427762,0.957175,0.9837803,0.6617377,0.6592802,0.23378189
2014-12-21 11:30:00,0,0.09119645,0.033043027,0.9758016,0.9837803,0.703127,0.67393804,0.2337814
2014-12-21 12:00:00,0,0.09742787,0.032130837,0.97667503,0.9837803,0.69183195,0.67110455,0.23378102
2014-12-21 12:30:00,0,0.10316006,0.032326937,0.9750574,0.9837803,0.79942274,0.69764686,0.2337808
2014-12-21 13:00:00,0,0.099539466,0.033285856,0.9624979,0.9837803,0.72339547,0.6757399,0.2337807
2014-12-21 13:30:00,0,0.09429337,0.031742692,0.9600217,0.9837803,0.6647247,0.6600673,0.23378067
2014-12-21 14:00:00,0,0.096664615,0.031378746,0.9491753,0.9837803,0.66498786,0.6573306,0.23378068
2014-12-21 14:30:00,0,0.09864074,0.03160608,0.94306475,0.9837803,0.58937246,0.6369559,0.23378073
2014-12-21 15:00:00,0,0.09100119,0.029663205,0.90360093,0.9837803,0.6062807,0.63083124,0.23378079
2014-12-21 15:30:00,0,0.089822225,0.029311657,0.8269126,0.9837803,0.60848063,0.6121213,0.2337808
2014-12-21 16:00:00,0,0.0853199,0.028502822,0.82792705,0.9837803,0.39851573,0.5596815,0.23378085
2014-12-21 16:30:00,0,0.08894983,0.029004931,0.82709485,0.9837803,0.3645295,0.5511024,0.23378086
2014-12-21 17:00:00,0,0.08380669,0.026330113,0.8272192,0.9837803,0.26976568,0.5267738,0.23378088
2014-12-21 17:30:00,0,0.08941059,0.026397943,0.82735807,0.9837803,0.29124296,0.53219485,0.23378088
2014-12-21 18:00:00,0,0.08952722,0.026969433,0.87135947,0.9837803,0.26202592,0.53603375,0.23378088
2014-12-21 18:30:00,0,0.092559434,0.026859641,0.92066944,0.9837803,0.3051112,0.55910516,0.23378088
2014-12-21 19:00:00,0,0.09101138,0.024835587,0.85435635,0.9837803,0.33637765,0.54983747,0.23378088
2014-12-21 19:30:00,0,0.08343344,0.024423003,0.8272796,0.9837803,0.42992336,0.5663516,0.23378088
2014-12-21 20:00:00,0,0.087507844,0.019356847,0.82671535,0.9837803,0.59209144,0.60548604,0.23378088
2014-12-21 20:30:00,0,0.086131334,0.018378377,0.82594746,0.9837803,0.42986548,0.56449294,0.23378088
2014-12-21 21:00:00,0,0.089710675,0.018955946,0.8254982,0.9837803,0.53109586,0.58983254,0.23378088
2014-12-21 21:30:00,0,0.08722113,0.019612432,0.8260455,0.9837803,0.41055587,0.5599985,0.23378088
2014-12-21 22:00:00,0,0.08878476,0.02324593,0.82776886,0.9837803,0.40249565,0.5593227,0.23378088
2014-12-21 22:30:00,0,0.09945897,0.02081871,0.83031595,0.9837803,0.59099334,0.6064771,0.23378088
2014-12-21 23:00:00,0,0.102890894,0.019124985,0.919415,0.9837803,0.6661949,0.6471288,0.23378088
2014-12-21 23:30:00,0,0.12464264,0.02221322,0.991379,0.9930368,0.9326089,0.73480946,0.24214844
2014-12-22 00:00:00,0,0.12644717,0.022993088,0.98998123,0.9930368,0.6822655,0.67206913,0.2485903
2014-12-22 00:30:00,0,0.11021614,0.026171684,0.98747104,0.9930368,0.62753403,0.65855336,0.2525747
2014-12-22 01:00:00,0,0.114844985,0.027637005,0.98206264,0.9930368,0.6159725,0.6546772,0.25446346
2014-12-22 01:30:00,0,0.11162835,0.028196335,0.9855186,0.9930368,0.56485826,0.6429025,0.2548822
2014-12-22 02:00:00,0,0.11847829,0.027251363,0.9729106,0.9930368,0.51131326,0.62612796,0.25444108
2014-12-22 02:30:00,0,0.11407699,0.027579784,0.9538593,0.9930368,0.49668622,0.6177905,0.25361615
2014-12-22 03:00:00,0,0.12230697,0.030797243,0.9157991,0.9930368,0.43644252,0.59401894,0.25272435
2014-12-22 03:30:00,0,0.13572925,0.030011296,0.87804717,0.9930368,0.42261183,0.5809268,0.25194463
2014-12-22 04:00:00,0,0.11594623,0.025693655,0.831726,0.9930368,0.32131195,0.5429421,0.25135383
2014-12-22 04:30:00,0,0.11958109,0.026088834,0.823993,0.9930368,0.30933598,0.53811365,0.25096205
2014-12-22 05:00:00,0,0.117601454,0.026698947,0.81900483,0.9930368,0.33895704,0.5444244,0.25074214
2014-12-22 05:30:00,0,0.11609484,0.027442336,0.81808054,0.9930368,0.31118414,0.53743595,0.24228358
2014-12-22 06:00:00,0,0.11673459,0.022657514,0.82062846,0.9930368,0.44683567,0.57078964,0.2358352
2014-12-22 06:30:00,0,0.12235397,0.021803021,0.8858947,0.9930368,0.3273682,0.5570257,0.23189072
2014-12-22 07:00:00,0,0.11769642,0.021435857,0.88440037,0.9930368,0.44738442,0.58656436,0.23006016
2014-12-22 07:30:00,0,0.102806315,0.025605917,0.90173954,0.9930368,0.40758017,0.5819906,0.22969966
2014-12-22 08:00:00,0,0.10085812,0.022477508,0.85143995,0.9930368,0.40428546,0.56780994,0.23018916
2014-12-22 08:30:00,0,0.08701696,0.02270031,0.85137457,0.9930368,0.28424242,0.5378385,0.23104906
2014-12-22 09:00:00,0,0.0872831,0.021850824,0.8535174,0.9930368,0.26959062,0.53449893,0.23196273
2014-12-22 09:30:00,0,0.08698597,0.02134955,0.85214,0.9930368,0.39536825,0.5654737,0.23275357
2014-12-22 10:00:00,0,0.08829203,0.023970604,0.8468876,0.9930368,0.32936263,0.5483144,0.23334785
2014-12-22 10:30:00,0,0.08991617,0.01731217,0.8393233,0.9930368,0.41282037,0.56562316,0.23373842
2014-12-22 11:00:00,0,0.08664323,0.013416648,0.85291696,0.9930368,0.46020508,0.5798939,0.23395485
2014-12-22 11:30:00,0,0.084448144,0.015983105,0.87872326,0.9930368,0.57398427,0.6154319,0.23404169
2014-12-22 12:00:00,0,0.085620135,0.017664671,0.9293027,0.9930368,0.53818804,0.619548,0.23404442
2014-12-22 12:30:00,0,0.084530115,0.021440744,0.88923115,0.9930368,0.547857,0.61289144,0.2340015
2014-12-22 13:00:00,0,0.0849212,0.021240234,0.85879505,0.9930368,0.45787936,0.58273786,0.23394124
2014-12-22 13:30:00,0,0.08416206,0.02611649,0.8749451,0.9930368,0.5532813,0.6118449,0.23388185
2014-12-22 14:00:00,0,0.08278053,0.020895958,0.8243642,0.9930368,0.4814726,0.57994235,0.23383294
2014-12-22 14:30:00,0,0.08578613,0.026024103,0.7710816,0.9930368,0.47139776,0.5653851,0.23379786
2014-12-22 15:00:00,0,0.08198693,0.027079344,0.721824,0.9930368,0.4572219,0.5497905,0.23377617
2014-12-22 15:30:00,0,0.08987572,0.02814138,0.72172225,0.9930368,0.3418162,0.52117914,0.23376532
2014-12-22 16:00:00,0,0.102300204,0.02647543,0.72201246,0.9930368,0.55722284,0.5746869,0.2337621
2014-12-22 16:30:00,0,0.10569433,0.027589798,0.72165895,0.9930368,0.7293439,0.61790735,0.23376353
2014-12-22 17:00:00,0,0.09218007,0.02987659,0.7216716,0.9930368,0.58039886,0.58124596,0.23376721
2014-12-22 17:30:00,0,0.08506707,0.031145215,0.7216861,0.9930368,0.5346842,0.5701381,0.23377149
2014-12-22 18:00:00,0,0.096665815,0.031113267,0.72168636,0.9930368,0.48896754,0.55870104,0.23377536
2014-12-22 18:30:00,0,0.09498415,0.032409072,0.760371,0.9930368,0.620561,0.60159445,0.23377836
2014-12-22 19:00:00,0,0.10202469,0.03356695,0.7710924,0.9930368,0.54483086,0.5856317,0.2337804
2014-12-22 19:30:00,0,0.09641859,0.031859875,0.9185956,0.9930368,0.6013202,0.6362031,0.23378158
2014-12-22 20:00:00,0,0.08786794,0.032503724,0.9049174,0.9930368,0.65288424,0.6458355,0.2337821
2014-12-22 20:30:00,0,0.09009542,0.030181289,0.9485009,0.9930368,0.40546694,0.5942965,0.23378216
2014-12-22 21:00:00,0,0.09008246,0.030304551,0.9342332,0.9930368,0.35289437,0.5776172,0.23378198
2014-12-22 21:30:00,0,0.09416558,0.029948473,0.9642628,0.9930368,0.3326869,0.5799837,0.2337817
2014-12-22 22:00:00,0,0.09014495,0.032071948,0.99050516,0.9930368,0.29438165,0.57749885,0.23378141
2014-12-22 22:30:00,0,0.08471607,0.036690235,0.9975352,0.9930368,0.31017876,0.58436024,0.23378117
2014-12-22 23:00:00,0,0.103910446,0.035495758,0.99841857,0.9930368,0.329429,0.589095,0.233781
2014-12-22 23:30:00,0,0.11048262,0.028612494,0.9716799,0.87076175,0.2836621,0.53867906,0.23378086
2014-12-23 00:00:00,0,0.12413477,0.035312176,0.96848863,0.87076175,0.3325579,0.5517801,0.2337808
2014-12-23 00:30:00,0,0.12455565,0.038103938,0.9654786,0.87076175,0.34147304,0.5539543,0.23378079
2014-12-23 01:00:00,0,0.11793969,0.039042234,0.943591,0.87076175,0.48175988,0.5837887,0.23378079
2014-12-23 01:30:00,0,0.12271535,0.03784871,0.885157,0.87076175,0.46520263,0.5647425,0.2337808
2014-12-23 02:00:00,0,0.10639052,0.037742496,0.81217813,0.87076175,0.37929547,0.5249945,0.23378082
2014-12-23 02:30:00,0,0.11844221,0.03773892,0.765351,0.87076175,0.30852404,0.49559394,0.23378085
2014-12-23 03:00:00,0,0.11417639,0.03773868,0.7652962,0.87076175,0.33155075,0.5013369,0.23378086
2014-12-23 03:30:00,0,0.11311569,0.037759542,0.7647687,0.87076175,0.33594805,0.5023095,0.23378086
2014-12-23 04:00:00,0,0.11422304,0.03791809,0.76298004,0.87076175,0.3608943,0.50813854,0.23378088
2014-12-23 04:30:00,0,0.11869824,0.037843704,0.7603463,0.87076175,0.3014361,0.49259695,0.23378088
2014-12-23 05:00:00,0,0.113645524,0.03778279,0.7599773,0.87076175,0.25117376,0.4799239,0.23378088
2014-12-23 05:30:00,0,0.11014029,0.036890388,0.75995773,0.87076175,0.27095923,0.4846423,0.23378088
2014-12-23 06:00:00,0,0.12171908,0.037532568,0.76008195,0.87076175,0.47228807,0.5351661,0.23378088
2014-12-23 06:30:00,0,0.122833624,0.038126588,0.76039356,0.87076175,0.6063165,0.56889963,0.23378088
2014-12-23 07:00:00,0,0.12062188,0.038603306,0.8294922,0.87076175,0.84763706,0.6466236,0.23378088
2014-12-23 07:30:00,0,0.09982248,0.038615704,0.89027935,0.87076175,0.85135406,0.66275275,0.23378088
2014-12-23 08:00:00,0,0.098693006,0.040019155,0.8902442,0.87076175,0.87075055,0.66794395,0.23378088
2014-12-23 08:30:00,0,0.08377219,0.04066658,0.8902082,0.87076175,0.6671903,0.6172067,0.23378088
2014-12-23 09:00:00,0,0.08680582,0.04057622,0.8901751,0.87076175,0.58962345,0.59778416,0.23378088
2014-12-23 09:30:00,0,0.08503999,0.038348436,0.89014924,0.87076175,0.34731123,0.5366427,0.23378088
2014-12-23 10:00:00,0,0.086935185,0.036955595,0.89013326,0.87076175,0.2604115,0.5145655,0.23378088
2014-12-23 10:30:00,0,0.08584547,0.035294533,0.89012957,0.87076175,0.25069627,0.51172054,0.23378088
2014-12-23 11:00:00,0,0.0859967,0.03911388,0.89014,0.87076175,0.24694628,0.5117405,0.23378088
2014-12-23 11:30:00,1,0.084299415,0.03751993,0.8901655,0.87076175,0.3898718,0.54707974,0.23378088
2014-12-23 12:00:00,1,0.08270946,0.03707075,0.8902062,0.87076175,0.45342737,0.5628665,0.23378088
2014-12-23 12:30:00,1,0.08453552,0.036876917,0.89026296,0.87076175,0.487673,0.57139367,0.23378088
2014-12-23 13:00:00,1,0.082528055,0.03661883,0.89033586,0.87076175,0.49613965,0.57346404,0.23378088
2014-12-23 13:30:00,1,0.08981485,0.036218286,0.89042455,0.87076175,0.609249,0.60166335,0.23378088
2014-12-23 14:00:00,1,0.08683585,0.036694765,0.8905197,0.87076175,0.34820744,0.53654593,0.23378088
2014-12-23 14:30:00,1,0.088828206,0.03627014,0.8906086,0.87076175,0.40926597,0.55172664,0.23378088
2014-12-23 15:00:00,1,0.08272647,0.036057115,0.8907103,0.87076175,0.33018592,0.5319288,0.23378088
2014-12-23 15:30:00,1,0.087403715,0.037450075,0.8908727,0.87076175,0.26467296,0.51593935,0.23378088
2014-12-23 16:00:00,1,0.10151365,0.03600073,0.92149025,0.87076175,0.4278121,0.5640162,0.23378088
2014-12-23 16:30:00,1,0.10492103,0.035155058,0.8914524,0.8965708,0.6976892,0.63021684,0.23378088
2014-12-23 17:00:00,1,0.098923706,0.03498423,0.8918439,0.8965708,0.628528,0.61298174,0.23378088
2014-12-23 17:30:00,1,0.08240856,0.039536,0.89229083,0.8965708,0.7251129,0.63837767,0.23378088
2014-12-23 18:00:00,1,0.093979046,0.0401603,0.8928123,0.8965708,0.72325236,0.6381989,0.23378088
2014-12-23 18:30:00,1,0.09407012,0.04120922,0.8934305,0.8965708,0.8047537,0.65899104,0.23378088
2014-12-23 19:00:00,1,0.0986478,0.042272687,0.947809,0.8965708,0.8968004,0.69586325,0.23378088
2014-12-23 19:30:00,1,0.08993552,0.046582103,0.9620825,0.92430747,0.93788874,0.7177152,0.24214844
2014-12-23 20:00:00,1,0.083812736,0.058244467,0.96205986,0.9554433,0.92935437,0.7262755,0.25868276
2014-12-23 20:30:00,1,0.08323158,0.0852592,0.974008,0.9769548,0.95353556,0.7474394,0.2820023
2014-12-23 21:00:00,1,0.08558026,0.1187731,0.9796814,0.9769548,0.9683174,0.76093173,0.31031752
2014-12-23 21:30:00,1,0.08178651,0.14799297,0.9796792,0.9769548,0.9209614,0.7563971,0.3419373
2014-12-23 22:00:00,1,0.08841128,0.19784331,0.9803187,0.9769548,0.9605936,0.7789277,0.37538502
2014-12-23 22:30:00,1,0.08883059,0.23927116,0.98042667,0.9769548,0.94457585,0.7853071,0.40937936
2014-12-23 23:00:00,1,0.10384062,0.26824927,0.98062164,0.9769548,0.87973624,0.7763905,0.44993293
2014-12-23 23:30:00,1,0.11056462,0.2798376,0.9809327,0.9769548,0.6763496,0.7285187,0.49684787
2014-12-24 00:00:00,1,0.113701314,0.2791264,0.9809427,0.9769548,0.47299123,0.67750376,0.5481836
2014-12-24 00:30:00,1,0.12188397,0.27613378,0.98096174,0.9769548,0.30103555,0.6337715,0.60246724
2014-12-24 01:00:00,1,0.122522734,0.27121437,0.980991,0.9769548,0.26724973,0.62410253,0.6586787
2014-12-24 01:30:00,1,0.11943554,0.2683705,0.9810301,0.9769548,0.35600597,0.64559036,0.70778155
2014-12-24 02:00:00,1,0.11825804,0.26781404,0.9810797,0.9769548,0.42017323,0.66150546,0.749528
2014-12-24 02:30:00,1,0.10617599,0.26801717,0.981143,0.9769548,0.40055987,0.6566687,0.7849841
2014-12-24 03:00:00,1,0.11986981,0.26758385,0.98121864,0.9769548,0.3343309,0.640022,0.81570154
2014-12-24 03:30:00,1,0.12252795,0.26754737,0.9812857,0.9769548,0.37805924,0.65096176,0.8431755
2014-12-24 04:00:00,1,0.118197456,0.2681049,0.98130774,0.9769548,0.4242673,0.6626587,0.8686997
2014-12-24 04:30:00,1,0.11460681,0.2679516,0.98126376,0.9769548,0.31779888,0.6359922,0.8933607
2014-12-24 05:00:00,1,0.11416204,0.26737106,0.9811725,0.9769548,0.2553908,0.6202223,0.91091084
2014-12-24 05:30:00,1,0.11246882,0.26680315,0.98107564,0.9769548,0.38785914,0.65317315,0.9212346
2014-12-24 06:00:00,1,0.116283454,0.2688589,0.980998,0.9769548,0.67173797,0.72463745,0.9258267
2014-12-24 06:30:00,1,0.111941,0.28242004,0.98093444,0.9769548,0.92202204,0.79058284,0.9282396
2014-12-24 07:00:00,1,0.11803251,0.32642388,0.99237716,0.9903814,0.993233,0.82560384,0.92963076
2014-12-24 07:30:00,1,0.12093376,0.39236367,0.9982298,0.9970989,0.9977399,0.84635806,0.93079686
2014-12-24 08:00:00,1,0.12566245,0.47634792,0.9985876,0.9970989,0.99843055,0.86761624,0.932254
2014-12-24 08:30:00,1,0.10278216,0.5414815,0.9985832,0.9970989,0.99418855,0.8828381,0.9342501
2014-12-24 09:00:00,1,0.102436095,0.5830405,0.9985794,0.9970989,0.97215456,0.8877183,0.9368436
2014-12-24 09:30:00,1,0.086499564,0.590292,0.99857605,0.9970989,0.6236866,0.8024134,0.93952924
2014-12-24 10:00:00,1,0.08350629,0.5927274,0.9985733,0.9970989,0.39594275,0.7460856,0.94238925
2014-12-24 10:30:00,1,0.08540799,0.5936717,0.9985713,0.9970989,0.29605678,0.72134966,0.9455325
2014-12-24 11:00:00,1,0.08942331,0.60156465,0.99856997,0.9970989,0.69366676,0.82272506,0.9491183
2014-12-24 11:30:00,1,0.088353135,0.6029062,0.9985695,0.9970989,0.47140095,0.7674939,0.9533856
2014-12-24 12:00:00,1,0.08303522,0.6007533,0.9985696,0.9970989,0.34403417,0.735114,0.9587001
2014-12-24 12:30:00,1,0.09362294,0.60838175,0.99857044,0.9970989,0.7456738,0.8374312,0.9628895
2014-12-24 13:00:00,1,0.09884045,0.62753546,0.998572,0.9970989,0.89487916,0.87952137,0.96570563
2014-12-24 13:30:00,1,0.09489442,0.629941,0.998574,0.9970989,0.63112926,0.8141858,0.9668904
2014-12-24 14:00:00,1,0.0905327,0.6344068,0.9985757,0.9970989,0.4971344,0.78180397,0.9662249
2014-12-24 14:30:00,1,0.084406465,0.63592994,0.99857616,0.9970989,0.33370483,0.7413275,0.9635902
2014-12-24 15:00:00,1,0.08290464,0.6397655,0.9985757,0.9970989,0.2977734,0.73330337,0.958899
2014-12-24 15:30:00,1,0.085267015,0.6441802,0.9985758,0.9970989,0.39907402,0.75973225,0.95240825
2014-12-24 16:00:00,1,0.09096919,0.6445414,0.99857736,0.9970989,0.42262852,0.76571155,0.9434326
2014-12-24 16:30:00,1,0.092208244,0.64011455,0.99858034,0.9970989,0.3724232,0.7520542,0.93064016
2014-12-24 17:00:00,1,0.0839249,0.64332855,0.9985846,0.9970989,0.26698005,0.726498,0.9115517
2014-12-24 17:30:00,1,0.086950146,0.6485753,0.9985903,0.9970989,0.7796324,0.8559742,0.88234264
2014-12-24 18:00:00,1,0.08478402,0.67006683,0.99859756,0.9970989,0.95202315,0.9044466,0.85176706
2014-12-24 18:30:00,1,0.087207906,0.71317816,0.9986065,0.9970989,0.9888446,0.92443204,0.82857156
2014-12-24 19:00:00,1,0.09270678,0.78116465,0.99890125,0.9970989,0.99777216,0.9437343,0.8249812
2014-12-24 19:30:00,1,0.10355105,0.87843835,0.9996524,0.99873596,0.99933916,0.96904147,0.82569677
2014-12-24 20:00:00,1,0.10573003,0.99285054,0.99978024,0.9996247,0.99961203,0.9979669,0.82840675
2014-12-24 20:30:00,1,0.10523951,1.0761483,0.99978,0.9996656,0.9994592,1.0187633,0.8327689
2014-12-24 21:00:00,1,0.10923726,1.1648932,0.999851,0.99972767,0.99974746,1.0410548,0.83926153
2014-12-24 21:30:00,1,0.10439974,1.2623906,0.99985087,0.99972767,0.9996363,1.0654013,0.8475015
2014-12-24 22:00:00,1,0.112152725,1.350549,0.99985087,0.99972767,0.9995915,1.0874298,0.85820216
2014-12-24 22:30:00,1,0.10487041,1.4091456,0.999851,0.99972767,0.99866474,1.1018473,0.87276816
2014-12-24 23:00:00,1,0.1046524,1.4580772,0.9998516,0.99972767,0.99623567,1.113473,0.89375
2014-12-24 23:30:00,1,0.11394829,1.4769733,0.99985313,0.99972767,0.97470564,1.1128149,0.92504436
2014-12-25 00:00:00,1,0.12036997,1.4793072,0.99985313,0.99972767,0.91989744,1.0996964,0.9579752
2014-12-25 00:30:00,1,0.12628372,1.474412,0.99985325,0.99972767,0.5212598,0.99881315,0.9838653
2014-12-25 01:00:00,1,0.12610461,1.4697354,0.99985325,0.99972767,0.30351287,0.9432073,0.9906063
2014-12-25 01:30:00,1,0.11206041,1.4663734,0.9998535,0.99972767,0.29309288,0.93976194,0.9936313
2014-12-25 02:00:00,1,0.123778604,1.4637101,0.9998536,0.99972767,0.37245503,0.95893663,0.99540585
2014-12-25 02:30:00,1,0.11491516,1.4622629,0.99985385,0.99972767,0.38621017,0.96201366,0.99645954
2014-12-25 03:00:00,1,0.1161848,1.461417,0.9998542,0.99972767,0.3286295,0.9474071,0.9965825
2014-12-25 03:30:00,1,0.11814828,1.4605191,0.9998547,0.99972767,0.30426595,0.9410919,0.9966025
2014-12-25 04:00:00,1,0.1174607,1.4593754,0.9998553,0.99972767,0.28460643,0.9358912,0.9965932
2014-12-25 04:30:00,1,0.1274973,1.459506,0.999856,0.99972767,0.32739994,0.94662243,0.9965679
2014-12-25 05:00:00,1,0.18301822,1.4607513,0.99985623,0.99972767,0.46675393,0.9817723,0.99653107
2014-12-25 05:30:00,1,0.19366558,1.4662149,0.99985564,0.99972767,0.7730651,1.0597159,0.99648553
2014-12-25 06:00:00,1,0.12886454,1.4797697,0.99985397,0.99972767,0.9558251,1.1087942,0.99646115
2014-12-25 06:30:00,1,0.11301101,1.5120375,0.9998518,0.99972767,0.99741495,1.1272581,0.99646896
2014-12-25 07:00:00,1,0.115217835,1.5627022,0.9998493,0.9998505,0.99984384,1.1405615,0.9964965
